
=== BACKTEST RESULTS ===
Period:          2025-02-09 to 2026-02-07 (362 days)
Initial Equity:  $10000.00
Final Equity:    $2128988.11
Net PnL:         $2118988.11 (21189.88%)
Gross PnL:       $3583738.79

Total Trades:    3864
Winning Trades:  1820
Losing Trades:   2044
Win Rate:        47.10%
Profit Factor:   1.23
Avg PnL/Trade:   $548.39

Max Drawdown:    53.65%
Sharpe Ratio:    3.61
========================

=== SYMBOL STATISTICS ===
Symbol     Trades   Win Rate PnL        Avg PnL      Profit Factor
----------------------------------------------
BNB/USDT   981      45.7    % $195151.54   $198.93      1.24
BTC/USDT   451      47.2    % $32703.82    $72.51       1.28
ETH/USDT   1255     46.9    % $711112.07   $566.62      1.15
SOL/USDT   1177     48.4    % $1180020.68  $1002.57     1.32

=== MONTHLY RETURNS ===
Month        PnL          Trades    
ETH/USDT   LONG   2025-09-01   $4278.72   $4235.93     131.7753   $-6197.90    stop_loss
ETH/USDT   LONG   2025-09-01   $4275.43   $4360.94     130.5579   $10597.26    take_profit
ETH/USDT   LONG   2025-09-02   $4386.37   $4342.51     129.8010   $-6258.64    stop_loss
ETH/USDT   LONG   2025-09-02   $4277.07   $4362.61     131.7869   $10701.12    take_profit
ETH/USDT   LONG   2025-09-02   $4357.10   $4313.53     131.9536   $-6319.97    stop_loss
ETH/USDT   LONG   2025-09-02   $4290.25   $4376.06     132.6695   $10805.99    take_profit
ETH/USDT   LONG   2025-09-03   $4427.41   $4383.14     131.1307   $-6381.91    stop_loss
ETH/USDT   LONG   2025-09-04   $4296.30   $4382.23     133.7810   $10911.89    take_profit
ETH/USDT   LONG   2025-09-05   $4386.85   $4474.59     133.6400   $11130.12    take_profit
ETH/USDT   LONG   2025-09-05   $4433.18   $4388.85     134.8883   $-6573.34    stop_loss
ETH/USDT   LONG   2025-09-05   $4279.19   $4236.40     138.3449   $-6507.61    stop_loss
ETH/USDT   LONG   2025-09-06   $4248.71   $4333.68     137.9440   $11126.81    take_profit
ETH/USDT   LONG   2025-09-08   $4341.61   $4298.19     137.6922   $-6571.38    stop_loss
ETH/USDT   LONG   2025-09-09   $4354.54   $4310.99     135.9105   $-6505.67    stop_loss
ETH/USDT   LONG   2025-09-09   $4326.66   $4283.39     135.4184   $-6440.61    stop_loss
ETH/USDT   LONG   2025-09-10   $4344.69   $4431.58     133.5079   $11012.26    take_profit
ETH/USDT   LONG   2025-09-10   $4426.35   $4382.09     133.6657   $-6503.73    stop_loss
ETH/USDT   LONG   2025-09-11   $4436.06   $4391.70     132.0394   $-6438.69    stop_loss
ETH/USDT   LONG   2025-09-11   $4400.99   $4489.01     131.7607   $11008.97    take_profit

ETH/USDT   LONG   2025-09-12   $4508.16   $4598.32     131.2010   $11229.15    take_profit
ETH/USDT   LONG   2025-09-12   $4599.38   $4691.37     131.1708   $11453.74    take_profit
ETH/USDT   LONG   2025-09-12   $4690.30   $4643.40     131.2007   $-6764.46    stop_loss
ETH/USDT   LONG   2025-09-13   $4607.24   $4561.17     132.2303   $-6696.82    stop_loss
ETH/USDT   LONG   2025-09-15   $4498.09   $4453.11     134.0846   $-6629.85    stop_loss
ETH/USDT   LONG   2025-09-16   $4450.01   $4539.01     134.1780   $11335.82    take_profit
ETH/USDT   LONG   2025-09-17   $4473.97   $4429.23     136.1286   $-6694.82    stop_loss
ETH/USDT   LONG   2025-09-17   $4457.54   $4546.69     135.2641   $11446.91    take_profit
ETH/USDT   LONG   2025-09-17   $4542.78   $4633.64     135.3805   $11675.85    take_profit
ETH/USDT   LONG   2025-09-18   $4585.11   $4539.26     136.8133   $-6895.64    stop_loss
ETH/USDT   LONG   2025-09-19   $4522.66   $4477.43     137.3154   $-6826.68    stop_loss
ETH/USDT   LONG   2025-09-21   $4482.05   $4437.23     137.1740   $-6758.42    stop_loss
ETH/USDT   LONG   2025-09-22   $4135.03   $4217.73     147.1990   $11555.65    take_profit
ETH/USDT   LONG   2025-09-22   $4191.55   $4149.63     148.1184   $-6824.65    stop_loss
ETH/USDT   LONG   2025-09-22   $4157.26   $4115.69     147.8468   $-6756.40    stop_loss
ETH/USDT   LONG   2025-09-23   $4137.57   $4220.32     147.0648   $11552.20    take_profit
ETH/USDT   LONG   2025-09-23   $4196.21   $4154.25     147.9099   $-6822.61    stop_loss
ETH/USDT   LONG   2025-09-23   $4148.93   $4107.44     148.0995   $-6754.39    stop_loss
ETH/USDT   LONG   2025-09-24   $4102.98   $4185.04     148.2605   $11548.76    take_profit
ETH/USDT   LONG   2025-09-24   $4150.29   $4108.79     149.5018   $-6820.58    stop_loss

ETH/USDT   LONG   2025-09-25   $4085.55   $4044.69     150.3521   $-6752.38    stop_loss
ETH/USDT   LONG   2025-09-25   $4037.79   $3997.41     150.6092   $-6684.85    stop_loss
ETH/USDT   LONG   2025-09-25   $3942.44   $4021.29     152.7093   $11429.87    take_profit
ETH/USDT   LONG   2025-09-25   $3943.55   $3904.11     155.7196   $-6750.36    stop_loss
ETH/USDT   LONG   2025-09-25   $3897.52   $3858.54     155.9831   $-6682.86    stop_loss
ETH/USDT   LONG   2025-09-25   $3830.72   $3907.33     157.1161   $11426.46    take_profit
ETH/USDT   LONG   2025-09-25   $3916.16   $3877.00     156.7620   $-6748.35    stop_loss
ETH/USDT   LONG   2025-09-26   $3875.96   $3953.48     156.8040   $11538.44    take_profit
ETH/USDT   LONG   2025-09-26   $3913.10   $3873.97     158.4221   $-6814.49    stop_loss
ETH/USDT   LONG   2025-09-26   $3927.04   $4005.58     156.2811   $11651.52    take_profit
ETH/USDT   LONG   2025-09-26   $4011.68   $3971.56     156.0435   $-6881.27    stop_loss
ETH/USDT   LONG   2025-09-28   $4088.91   $4170.69     151.5652   $11765.70    take_profit
ETH/USDT   LONG   2025-09-29   $4135.27   $4217.98     152.8634   $12001.01    take_profit
ETH/USDT   LONG   2025-09-30   $4103.60   $4185.67     157.1240   $12241.03    take_profit
ETH/USDT   LONG   2025-10-01   $4166.25   $4249.57     157.8565   $12485.85    take_profit
ETH/USDT   LONG   2025-10-01   $4271.66   $4357.09     157.0403   $12735.57    take_profit
ETH/USDT   LONG   2025-10-02   $4363.06   $4450.32     156.8256   $12990.28    take_profit
ETH/USDT   LONG   2025-10-02   $4446.46   $4535.39     156.9617   $13250.09    take_profit
ETH/USDT   LONG   2025-10-03   $4471.45   $4560.88     159.2062   $13515.09    take_profit
ETH/USDT   LONG   2025-10-03   $4487.21   $4442.34     161.8200   $-7981.88    stop_loss

ETH/USDT   LONG   2025-10-05   $4523.72   $4614.19     158.9088   $13647.54    take_profit
ETH/USDT   LONG   2025-10-05   $4516.84   $4607.18     162.3339   $13920.49    take_profit
ETH/USDT   LONG   2025-10-06   $4609.10   $4701.28     162.2662   $14198.90    take_profit
ETH/USDT   LONG   2025-10-06   $4704.61   $4657.56     162.1514   $-8385.73    stop_loss
ETH/USDT   LONG   2025-10-07   $4665.50   $4618.85     161.8755   $-8301.87    stop_loss
ETH/USDT   LONG   2025-10-07   $4525.79   $4480.53     165.2039   $-8218.85    stop_loss
ETH/USDT   LONG   2025-10-07   $4462.88   $4418.25     165.8573   $-8136.66    stop_loss
ETH/USDT   LONG   2025-10-08   $4440.55   $4529.36     165.0244   $13912.19    take_profit
ETH/USDT   LONG   2025-10-08   $4515.59   $4470.43     165.5277   $-8216.40    stop_loss
ETH/USDT   LONG   2025-10-09   $4340.43   $4297.03     170.4856   $-8134.24    stop_loss
ETH/USDT   LONG   2025-10-09   $4294.67   $4380.56     170.5791   $13908.05    take_profit
ETH/USDT   LONG   2025-10-10   $4373.56   $4329.82     170.8522   $-8213.95    stop_loss
ETH/USDT   LONG   2025-10-10   $4095.32   $4054.37     180.6355   $-8131.81    stop_loss
ETH/USDT   LONG   2025-10-10   $3951.65   $4030.68     185.3308   $13903.90    take_profit
ETH/USDT   LONG   2025-10-10   $3997.56   $3957.58     186.8664   $-8211.51    stop_loss
ETH/USDT   LONG   2025-10-10   $3731.82   $3694.50     198.1713   $-8129.39    stop_loss
ETH/USDT   LONG   2025-10-10   $3500.60   $3465.59     209.1482   $-8048.10    stop_loss
ETH/USDT   LONG   2025-10-10   $3590.00   $3661.80     201.9005   $13760.76    take_profit
ETH/USDT   LONG   2025-10-10   $3706.24   $3780.36     199.4796   $14035.98    take_profit
ETH/USDT   LONG   2025-10-10   $3813.49   $3889.76     197.7469   $14316.70    take_profit

ETH/USDT   LONG   2025-10-10   $3838.77   $3915.55     200.3735   $14603.03    take_profit
ETH/USDT   LONG   2025-10-10   $3895.51   $3973.42     201.4041   $14895.09    take_profit
ETH/USDT   LONG   2025-10-10   $3888.76   $3849.87     205.7887   $-8796.89    stop_loss
ETH/USDT   LONG   2025-10-10   $3854.19   $3815.65     205.5582   $-8708.92    stop_loss
ETH/USDT   LONG   2025-10-10   $3825.52   $3902.03     205.0278   $14890.65    take_profit
ETH/USDT   LONG   2025-10-10   $3829.72   $3791.42     208.8990   $-8794.27    stop_loss
ETH/USDT   LONG   2025-10-11   $3764.99   $3727.34     210.3656   $-8706.33    stop_loss
ETH/USDT   LONG   2025-10-11   $3733.35   $3808.02     210.0269   $14886.22    take_profit
ETH/USDT   LONG   2025-10-11   $3806.93   $3768.86     210.0869   $-8791.65    stop_loss
ETH/USDT   LONG   2025-10-11   $3765.40   $3840.71     210.2800   $15032.10    take_profit
ETH/USDT   LONG   2025-10-11   $3800.54   $3762.53     212.5025   $-8877.81    stop_loss
ETH/USDT   LONG   2025-10-11   $3758.03   $3720.45     212.7572   $-8789.03    stop_loss
ETH/USDT   LONG   2025-10-11   $3651.94   $3724.98     216.7485   $15027.62    take_profit
ETH/USDT   LONG   2025-10-12   $3719.12   $3793.50     217.0899   $15328.17    take_profit
ETH/USDT   LONG   2025-10-12   $3823.18   $3899.64     215.4047   $15634.74    take_profit
ETH/USDT   LONG   2025-10-12   $3941.05   $4019.87     213.1416   $15947.43    take_profit
ETH/USDT   LONG   2025-10-12   $3975.19   $4054.69     215.5373   $16266.38    take_profit
ETH/USDT   LONG   2025-10-12   $4009.25   $4089.43     217.9804   $16591.71    take_profit
ETH/USDT   LONG   2025-10-12   $4114.01   $4196.29     216.6783   $16923.54    take_profit
ETH/USDT   LONG   2025-10-12   $4133.70   $4092.36     219.9591   $-9994.87    stop_loss

ETH/USDT   LONG   2025-10-12   $4098.20   $4180.16     219.6458   $17089.39    take_profit
ETH/USDT   LONG   2025-10-13   $4132.22   $4214.86     222.1942   $17431.18    take_profit
ETH/USDT   LONG   2025-10-13   $4164.77   $4123.12     224.8668   $-10294.68   stop_loss
ETH/USDT   LONG   2025-10-13   $4043.12   $4123.98     229.3163   $17602.01    take_profit
ETH/USDT   LONG   2025-10-13   $4132.46   $4091.14     228.8459   $-10395.57   stop_loss
ETH/USDT   LONG   2025-10-13   $4141.99   $4224.83     226.0361   $17774.51    take_profit
ETH/USDT   LONG   2025-10-13   $4244.52   $4202.07     224.9876   $-10497.44   stop_loss
ETH/USDT   LONG   2025-10-14   $4141.60   $4100.18     228.2728   $-10392.47   stop_loss
ETH/USDT   LONG   2025-10-14   $4069.99   $4029.29     229.9663   $-10288.55   stop_loss
ETH/USDT   LONG   2025-10-14   $3995.99   $3956.03     231.8827   $-10185.66   stop_loss
ETH/USDT   LONG   2025-10-14   $3957.94   $3918.36     231.7708   $-10083.80   stop_loss
ETH/USDT   LONG   2025-10-14   $3900.33   $3978.34     232.8422   $17241.45    take_profit
ETH/USDT   LONG   2025-10-14   $3958.87   $3919.28     233.9872   $-10182.62   stop_loss
ETH/USDT   LONG   2025-10-14   $3938.49   $4017.26     232.8460   $17410.41    take_profit
ETH/USDT   LONG   2025-10-14   $4023.01   $4103.47     232.5131   $17758.62    take_profit
ETH/USDT   LONG   2025-10-14   $4101.58   $4060.56     232.6203   $-10488.06   stop_loss
ETH/USDT   LONG   2025-10-14   $4089.00   $4170.78     231.0026   $17932.66    take_profit
ETH/USDT   LONG   2025-10-15   $4173.82   $4132.08     230.8344   $-10590.85   stop_loss
ETH/USDT   LONG   2025-10-15   $4093.32   $4052.39     233.0202   $-10484.94   stop_loss
ETH/USDT   LONG   2025-10-15   $4042.27   $4001.85     233.6034   $-10380.09   stop_loss

ETH/USDT   LONG   2025-10-15   $4009.87   $3969.77     233.1361   $-10276.29   stop_loss
ETH/USDT   LONG   2025-10-15   $3950.68   $4029.69     234.2627   $17570.56    take_profit
ETH/USDT   LONG   2025-10-16   $3944.07   $4022.95     239.3484   $17921.97    take_profit
ETH/USDT   LONG   2025-10-16   $4019.81   $3979.61     239.5354   $-10584.53   stop_loss
ETH/USDT   LONG   2025-10-16   $3978.10   $4057.66     239.6265   $18097.60    take_profit
ETH/USDT   LONG   2025-10-16   $3885.90   $3963.62     250.2183   $18459.56    take_profit
ETH/USDT   LONG   2025-10-16   $3936.25   $3896.89     251.9580   $-10902.03   stop_loss
ETH/USDT   LONG   2025-10-16   $3898.22   $3859.24     251.8719   $-10793.01   stop_loss
ETH/USDT   LONG   2025-10-16   $3862.07   $3939.31     251.6872   $18454.06    take_profit
ETH/USDT   LONG   2025-10-17   $3906.60   $3867.53     253.7946   $-10898.78   stop_loss
ETH/USDT   LONG   2025-10-17   $3808.16   $3770.08     257.7516   $-10789.79   stop_loss
ETH/USDT   LONG   2025-10-17   $3779.01   $3741.22     257.1424   $-10681.89   stop_loss
ETH/USDT   LONG   2025-10-17   $3741.31   $3703.90     257.1362   $-10575.07   stop_loss
ETH/USDT   LONG   2025-10-17   $3721.47   $3684.26     255.9220   $-10469.32   stop_loss
ETH/USDT   LONG   2025-10-17   $3686.67   $3760.40     255.7544   $17900.62    take_profit
ETH/USDT   LONG   2025-10-17   $3777.43   $3739.66     254.6016   $-10571.92   stop_loss
ETH/USDT   LONG   2025-10-17   $3730.58   $3805.19     255.2210   $18076.04    take_profit
ETH/USDT   LONG   2025-10-17   $3794.15   $3870.03     255.9637   $18437.56    take_profit
ETH/USDT   LONG   2025-10-18   $3865.55   $3942.86     256.2606   $18806.31    take_profit
ETH/USDT   LONG   2025-10-20   $3917.52   $3995.87     257.9182   $19182.44    take_profit

ETH/USDT   LONG   2025-10-20   $4034.39   $3994.05     255.4557   $-11328.96   stop_loss
ETH/USDT   LONG   2025-10-20   $3940.08   $3900.68     258.9546   $-11215.67   stop_loss
ETH/USDT   LONG   2025-10-21   $3856.11   $3933.23     261.9476   $19176.72    take_profit
ETH/USDT   LONG   2025-10-21   $3914.12   $3992.40     263.2266   $19560.26    take_profit
ETH/USDT   LONG   2025-10-21   $4008.81   $4088.99     262.1493   $19951.46    take_profit
ETH/USDT   LONG   2025-10-21   $4097.20   $4056.23     261.6237   $-11783.13   stop_loss
ETH/USDT   LONG   2025-10-21   $3983.49   $3943.66     266.4010   $-11665.30   stop_loss
ETH/USDT   LONG   2025-10-21   $3945.03   $3905.58     266.3081   $-11548.65   stop_loss
ETH/USDT   LONG   2025-10-21   $3920.90   $3881.69     265.2676   $-11433.16   stop_loss
ETH/USDT   LONG   2025-10-22   $3838.92   $3800.53     268.2230   $-11318.83   stop_loss
ETH/USDT   LONG   2025-10-22   $3791.69   $3867.52     268.8484   $19353.12    take_profit
ETH/USDT   LONG   2025-10-22   $3795.44   $3757.49     273.9544   $-11429.76   stop_loss
ETH/USDT   LONG   2025-10-22   $3731.39   $3806.02     275.8703   $19542.78    take_profit
ETH/USDT   LONG   2025-10-22   $3795.61   $3871.52     276.6268   $19933.63    take_profit
ETH/USDT   LONG   2025-10-23   $3836.39   $3913.12     279.1600   $20332.30    take_profit
ETH/USDT   LONG   2025-10-23   $3864.64   $3825.99     282.6618   $-12008.05   stop_loss
ETH/USDT   LONG   2025-10-24   $3909.64   $3987.83     276.6143   $20531.56    take_profit
ETH/USDT   LONG   2025-10-25   $3955.70   $4034.81     278.8613   $20942.19    take_profit
ETH/USDT   LONG   2025-10-26   $4045.68   $4126.59     278.1123   $21361.04    take_profit
ETH/USDT   LONG   2025-10-26   $4136.24   $4218.96     277.4637   $21788.26    take_profit

ETH/USDT   LONG   2025-10-27   $4230.07   $4187.77     276.7353   $-12867.93   stop_loss
ETH/USDT   LONG   2025-10-27   $4160.75   $4119.14     278.5323   $-12739.25   stop_loss
ETH/USDT   LONG   2025-10-27   $4108.99   $4067.90     279.2205   $-12611.85   stop_loss
ETH/USDT   LONG   2025-10-28   $4100.25   $4059.25     277.0176   $-12485.73   stop_loss
ETH/USDT   LONG   2025-10-28   $4055.68   $4015.12     277.2612   $-12360.88   stop_loss
ETH/USDT   LONG   2025-10-28   $3968.86   $3929.17     280.4931   $-12237.27   stop_loss
ETH/USDT   LONG   2025-10-29   $3939.69   $3900.29     279.7443   $-12114.90   stop_loss
ETH/USDT   LONG   2025-10-29   $3865.08   $3942.38     282.2929   $20714.24    take_profit
ETH/USDT   LONG   2025-10-29   $3926.02   $3886.76     283.4693   $-12233.62   stop_loss
ETH/USDT   LONG   2025-10-29   $3880.76   $3841.95     283.9076   $-12111.29   stop_loss
ETH/USDT   LONG   2025-10-30   $3861.68   $3938.91     282.4572   $20708.07    take_profit
ETH/USDT   LONG   2025-10-30   $3812.01   $3773.89     291.8604   $-12229.98   stop_loss
ETH/USDT   LONG   2025-10-30   $3766.68   $3729.01     292.4190   $-12107.68   stop_loss
ETH/USDT   LONG   2025-10-30   $3732.78   $3695.45     292.1239   $-11986.60   stop_loss
ETH/USDT   LONG   2025-10-30   $3687.77   $3761.53     292.7325   $20494.88    take_profit
ETH/USDT   LONG   2025-10-31   $3838.22   $3914.98     286.8831   $20904.78    take_profit
ETH/USDT   LONG   2025-11-03   $3755.72   $3718.16     299.0487   $-12346.15   stop_loss
ETH/USDT   LONG   2025-11-03   $3729.13   $3691.84     298.1692   $-12222.69   stop_loss
ETH/USDT   LONG   2025-11-03   $3675.99   $3639.23     299.4547   $-12100.46   stop_loss
ETH/USDT   LONG   2025-11-03   $3608.67   $3572.58     301.9906   $-11979.46   stop_loss

ETH/USDT   LONG   2025-11-03   $3567.72   $3639.07     302.4023   $20482.66    take_profit
ETH/USDT   LONG   2025-11-03   $3577.54   $3649.09     307.6037   $20892.32    take_profit
ETH/USDT   LONG   2025-11-04   $3527.21   $3491.94     318.2328   $-12338.79   stop_loss
ETH/USDT   LONG   2025-11-04   $3492.08   $3561.92     318.2198   $21097.06    take_profit
ETH/USDT   LONG   2025-11-04   $3477.72   $3547.27     325.9245   $21519.00    take_profit
ETH/USDT   LONG   2025-11-04   $3466.66   $3431.99     333.5036   $-12708.91   stop_loss
ETH/USDT   LONG   2025-11-04   $3378.45   $3344.67     338.7891   $-12581.82   stop_loss
ETH/USDT   LONG   2025-11-04   $3340.40   $3307.00     339.2217   $-12456.00   stop_loss
ETH/USDT   LONG   2025-11-04   $3269.70   $3237.00     343.0911   $-12331.44   stop_loss
ETH/USDT   LONG   2025-11-04   $3169.47   $3137.78     350.4014   $-12208.13   stop_loss
ETH/USDT   LONG   2025-11-04   $3176.88   $3145.11     346.0883   $-12086.04   stop_loss
ETH/USDT   LONG   2025-11-04   $3097.02   $3066.05     351.4624   $-11965.18   stop_loss
ETH/USDT   LONG   2025-11-04   $3103.00   $3165.06     347.2772   $20458.26    take_profit
ETH/USDT   LONG   2025-11-04   $3214.87   $3279.17     341.8967   $20867.43    take_profit
ETH/USDT   LONG   2025-11-04   $3247.20   $3214.73     345.2625   $-12324.09   stop_loss
ETH/USDT   LONG   2025-11-05   $3208.03   $3175.95     345.9834   $-12200.85   stop_loss
ETH/USDT   LONG   2025-11-05   $3180.82   $3244.44     345.4536   $20861.21    take_profit
ETH/USDT   LONG   2025-11-05   $3243.67   $3308.54     345.5352   $21278.43    take_profit
ETH/USDT   LONG   2025-11-05   $3307.50   $3373.65     345.6442   $21704.00    take_profit
ETH/USDT   LONG   2025-11-05   $3325.00   $3391.50     350.7016   $22138.08    take_profit

ETH/USDT   LONG   2025-11-05   $3376.91   $3444.45     352.2168   $22580.84    take_profit
ETH/USDT   LONG   2025-11-05   $3460.27   $3425.67     350.6063   $-13336.02   stop_loss
ETH/USDT   LONG   2025-11-06   $3390.56   $3356.65     354.2366   $-13202.66   stop_loss
ETH/USDT   LONG   2025-11-06   $3295.77   $3262.81     360.7806   $-13070.63   stop_loss
ETH/USDT   LONG   2025-11-07   $3298.61   $3364.58     356.8653   $22348.37    take_profit
ETH/USDT   LONG   2025-11-07   $3329.56   $3296.26     360.6190   $-13198.72   stop_loss
ETH/USDT   LONG   2025-11-07   $3239.13   $3206.74     366.9799   $-13066.74   stop_loss
ETH/USDT   LONG   2025-11-07   $3206.00   $3270.12     367.0644   $22341.71    take_profit
ETH/USDT   LONG   2025-11-07   $3265.24   $3330.54     367.6130   $22788.55    take_profit
ETH/USDT   LONG   2025-11-07   $3310.31   $3376.52     369.8601   $23244.32    take_profit
ETH/USDT   LONG   2025-11-07   $3378.17   $3445.73     369.6791   $23709.20    take_profit
ETH/USDT   LONG   2025-11-07   $3436.35   $3401.99     370.6885   $-14002.42   stop_loss
ETH/USDT   LONG   2025-11-08   $3375.46   $3442.97     373.6016   $23941.55    take_profit
ETH/USDT   LONG   2025-11-09   $3507.02   $3577.16     366.7783   $24420.38    take_profit
ETH/USDT   LONG   2025-11-10   $3561.61   $3632.84     368.3797   $24908.79    take_profit
ETH/USDT   LONG   2025-11-10   $3637.22   $3600.85     367.9363   $-14710.88   stop_loss
ETH/USDT   LONG   2025-11-10   $3596.28   $3560.32     368.4037   $-14563.77   stop_loss
ETH/USDT   LONG   2025-11-10   $3541.62   $3612.45     370.3486   $24901.37    take_profit
ETH/USDT   LONG   2025-11-11   $3597.34   $3561.37     371.9044   $-14706.50   stop_loss
